identifier,nsid,user,year,camera,title,longitude,latitude,url,license
427331445,71023463@N00,triplefivedrew,2007,NIKON,Bank of China Garden,114.161907,22.279357,http://farm1.staticflickr.com/173/427331445_301ac3e272.jpg,by-nc
7034812127,66883888@N00,_wli,2012,CANON,IMG_2887.JPG,114.140403,22.288467,http://farm8.staticflickr.com/7116/7034812127_d47f2bd0c5.jpg,by-nc-nd
5894430792,14000007@N02,William Nicholas,2011,CANON,Avenue of the stars%2C Kowloon,114.169514,22.293623,http://farm6.staticflickr.com/5302/5894430792_10f63fcdb3.jpg,by-nc-sa
13782399913,95350998@N02,Alexander Synaptic,2014,NIKON,Exit from the global bazaar at Chungking Mansions%2C Hong Kong,114.172552,22.296427,http://farm8.staticflickr.com/7372/13782399913_2a175eae14.jpg,by-sa
2841075161,81446130@N00,%E7%AD%89%E5%BE%85%E9%9B%A8%E6%9E%9C,2008,NIKON,20080906_204854_0062,114.165802,22.279565,http://farm4.staticflickr.com/3082/2841075161_1f18f2a09e.jpg,by-nd
11014537206,14798958@N08,ericcwtse,2013,NIKON,DSCN5781,114.259144,22.208077,http://farm3.staticflickr.com/2806/11014537206_e003b62d18.jpg,by-sa
2855543523,81446130@N00,%E7%AD%89%E5%BE%85%E9%9B%A8%E6%9E%9C,2008,NIKON,20080907_152243_0088,114.165802,22.279565,http://farm4.staticflickr.com/3114/2855543523_a0653531c4.jpg,by-nd
8195069099,30099537@N02,cliff.hellis,2012,CANON,Clock Tower%2C Kowloon,114.170104,22.293186,http://farm9.staticflickr.com/8343/8195069099_00ae376251.jpg,by-nc-nd
2583475622,70121011@N00,kyledealmeida,2008,CANON,IMG_8554,114.108638,22.230871,http://farm4.staticflickr.com/3015/2583475622_d1a7033b67.jpg,by-nc-nd
1157889345,91716153@N00,cheungpat,2007,CANON,IMG_4849.JPG,114.185114,22.279816,http://farm2.staticflickr.com/1271/1157889345_12db9d7cb0.jpg,by-nc-sa
9308775210,10564935@N07,i-Lens,2010,NIKON,DSC_7767 copy,114.243697,22.293569,http://farm8.staticflickr.com/7371/9308775210_12df4bc66c.jpg,by-nc-nd
5966953191,10299779@N03,HBarrison,2011,NIKON,Hong Kong_2011 06 03_003,114.173083,22.294801,http://farm7.staticflickr.com/6144/5966953191_1025fc5b96.jpg,by-sa
4223567355,36989139@N03,Enterpr1se,2007,NIKON,DSC_0080,114.170691,22.236591,http://farm3.staticflickr.com/2513/4223567355_76a7916a30.jpg,by-nc-sa
6888749684,66883888@N00,_wli,2012,CANON,IMG_2908.JPG,114.140403,22.288467,http://farm8.staticflickr.com/7228/6888749684_03eebdb710.jpg,by-nc-nd
228499669,41084935@N00,ThisParticularGreg,2006,CANON,Lotsa People,114.142456,22.365316,http://farm1.staticflickr.com/95/228499669_879e2c62ae.jpg,by-sa
375605101,96941606@N00,ryanne %7B trimmed reality %7D,2005,CANON,where%27s nemo%3F,114.175103,22.243543,http://farm1.staticflickr.com/160/375605101_4c74cd9996.jpg,by-nc
2380335916,17883258@N03,neumann.alfrede,2008,PANASONIC,P1150164,114.160083,22.281521,http://farm4.staticflickr.com/3265/2380335916_829a94a3cf.jpg,by-nc
13609976675,63696121@N02,stefans_box,2013,SONY,Hong Kong Tramways 04,114.17608,22.277639,http://farm6.staticflickr.com/5509/13609976675_3f28b3062a.jpg,by-nc-sa
3275541763,29600969@N05,daveb_md,2009,CANON,IMG_3644,114.17138,22.293742,http://farm4.staticflickr.com/3338/3275541763_0bd8e1311d.jpg,by-nc-nd
9123627078,19282957@N00,iombie,2013,SONY,,114.109061,22.226546,http://farm8.staticflickr.com/7451/9123627078_ac7e93ed09.jpg,by-nc-nd
8470601264,14385475@N05,punctuum,2013,APPLE,IMG_2562,114.190333,22.331166,http://farm9.staticflickr.com/8251/8470601264_13410fb01b.jpg,by-nc-sa
207808929,23792405@N00,S%2FL,2005,CANON,Sandy %26 Chan Fai Hung,114.125976,22.273847,http://farm1.staticflickr.com/63/207808929_a57a2e94a2.jpg,by-nc
8265598629,27647984@N00,wZa HK,2012,APPLE,Kwok Shui road Skateplaza today - much graffiti damage,114.126666,22.371,http://farm9.staticflickr.com/8338/8265598629_d4bf8b4c20.jpg,by-nc-nd
5175072198,21481721@N04,XexeX,2010,CANON,IMG_9693.jpg,114.170372,22.317266,http://farm5.staticflickr.com/4104/5175072198_06ab6caa3c.jpg,by-nc-nd
8591142053,44799907@N00,Jeromyu,2013,APPLE,IMG_1512,114.182796,22.281104,http://farm9.staticflickr.com/8102/8591142053_57d0674987.jpg,by-nc-nd
337190631,96941606@N00,ryanne %7B trimmed reality %7D,2006,PANASONIC,,114.171702,22.295102,http://farm1.staticflickr.com/151/337190631_49867e76f3.jpg,by-nc
9282679527,11277986@N06,rickycliphoto,2013,CANON,IMG_6418,114.191368,22.284013,http://farm6.staticflickr.com/5339/9282679527_a275681bb4.jpg,by
9259930539,8855051@N02,%E8%A9%AD%E8%BE%AF%E8%80%81%E8%BC%B8,2013,PANASONIC,P1030471,114.217407,22.287041,http://farm8.staticflickr.com/7436/9259930539_94f1641d26.jpg,by-nc-sa
6543234021,52442953@N05,BohemianTraveler,2011,NIKON,Hong Kong in evning from ferry piers,114.160351,22.286078,http://farm8.staticflickr.com/7147/6543234021_c456e9f118.jpg,by-nc-nd
3450658523,63651050@N00,tomaszd,2009,CANON,IMG_7262,114.151061,22.270797,http://farm4.staticflickr.com/3389/3450658523_946a3b2a42.jpg,by
5150589587,59569311@N00,k.kazantzoglou Life is full of surprises%21%21%21 %3A%29,2009,CANON,_KK35281 %28665x1024%29,114.196529,22.318557,http://farm5.staticflickr.com/4067/5150589587_e181d2fe3b.jpg,by-nc-nd
5236095409,51502970@N03,Coffee De Amour,2010,CANON,IMG_4074,114.226891,22.309882,http://farm6.staticflickr.com/5009/5236095409_a21f40079b.jpg,by-nc-sa
11528234036,45017097@N00,jianginck,2013,NIKON,HongKong 2013-11-30 at 08-55-41,114.158334,22.281392,http://farm8.staticflickr.com/7299/11528234036_56b1717deb.jpg,by-nc-sa
4584750351,21117297@N00,lets.book,2010,CANON,3rd Gen,114.255087,22.308274,http://farm5.staticflickr.com/4012/4584750351_eb73160552.jpg,by-nc-nd
2597701396,10596458@N08,fung1981,2008,CANON,%E7%B6%AD%E5%A4%9A%E5%88%A9%E4%BA%9E%E6%B8%AF Victoria Harbor,114.172925,22.284549,http://farm4.staticflickr.com/3049/2597701396_d834b17334.jpg,by-nc-nd
561613053,81168954@N00,paulmcdee,2007,CANON,Hong Kong 096,114.177389,22.289096,http://farm2.staticflickr.com/1002/561613053_f2f34494a1.jpg,by-nc-nd
6322493074,41174218@N00,AWWS,2011,APPLE,IMG_1517,114.173836,22.278334,http://farm7.staticflickr.com/6048/6322493074_a0daaf758e.jpg,by-nc-sa
6135952217,60486956@N00,mithrandir3,2011,CANON,Hong Kong,114.156178,22.27754,http://farm7.staticflickr.com/6198/6135952217_0bb70b894b.jpg,by-nc-sa
3671724383,95368342@N00,eksyt,2009,CANON,IMG_1241,114.155845,22.283854,http://farm4.staticflickr.com/3601/3671724383_f479385d71.jpg,by-nc-nd
4468984807,8502118@N08,rwoan,2010,CANON,Hong Kong Heritage Museum,114.185349,22.377043,http://farm5.staticflickr.com/4011/4468984807_245a7aa9b4.jpg,by-nc
8986953828,10596458@N08,fung1981,2013,CANON,IMG_3123,114.1681,22.295472,http://farm4.staticflickr.com/3797/8986953828_2934da28a3.jpg,by-nc-nd
8999418366,19282957@N00,iombie,2013,SONY,,114.168501,22.294218,http://farm6.staticflickr.com/5347/8999418366_b2ce016f0e.jpg,by-nc-nd
3386584233,13257083@N08,herrkloeppel,2009,CANON,IMG_2312,114.152755,22.279565,http://farm4.staticflickr.com/3574/3386584233_f84703c823.jpg,by
4584767367,44851088@N00,shugo01,2010,CANON,IMG_3872,114.169546,22.293127,http://farm5.staticflickr.com/4006/4584767367_1cfc2b98ff.jpg,by-nc
9152496627,19282957@N00,iombie,2013,SONY,,114.172755,22.293325,http://farm8.staticflickr.com/7444/9152496627_c122d4f1f5.jpg,by-nc-nd
5679406558,41174218@N00,AWWS,2011,APPLE,IMG_0717,114.171165,22.281834,http://farm6.staticflickr.com/5145/5679406558_7654bb8259.jpg,by-nc-sa
2114833142,85659319@N00,%E9%BB%9BDaisy,2007,SONY,Is Hong Kong Barrier Free Enough%3F,114.178161,22.270749,http://farm3.staticflickr.com/2324/2114833142_325dc827f7.jpg,by-nc-sa
4161602984,96941606@N00,ryanne %7B trimmed reality %7D,2009,NIKON,getting ready for the night%21%21%21,114.166789,22.277838,http://farm5.staticflickr.com/4004/4161602984_f42a52fde6.jpg,by-nc
4850647474,13391537@N02,lhmpk,2010,CANON,_MG_0249,114.18874,22.282445,http://farm5.staticflickr.com/4093/4850647474_ffed51b1d2.jpg,by-nc-nd
13187641515,78667200@N00,odaiwai,2014,PANASONIC,,114.189002,22.2826,http://farm8.staticflickr.com/7234/13187641515_4e62cfc3c6.jpg,by-nc-nd
370670334,43513306@N00,auws,2006,CANON,Joey Dancing performance 1,114.113842,22.371949,http://farm1.staticflickr.com/180/370670334_662f05a178.jpg,by-nc-sa
1267779156,10564935@N07,i-Lens,2007,CANON,IMG_0062 copy,114.244669,22.310239,http://farm2.staticflickr.com/1192/1267779156_2e5d0c75fd.jpg,by-nc-nd
10020959774,77152181@N06,michmutters,2013,APPLE,Hennessy Road,114.168151,22.277222,http://farm4.staticflickr.com/3795/10020959774_00febe7473.jpg,by-nc-nd
3534422598,30689468@N06,chungdha,2009,CANON,MC Yan Double Sparks-1930,114.148153,22.285621,http://farm3.staticflickr.com/2126/3534422598_e37e8d6cb3.jpg,by-nc-nd
2742809919,10596458@N08,fung1981,2008,NIKON,%E9%84%A7%E9%BA%97%E6%AC%A3 Stephy,114.181938,22.278081,http://farm4.staticflickr.com/3103/2742809919_1daec4e570.jpg,by-nc-nd
6767310207,64812054@N06,Oscar_Shen,2010,CANON,Another Look of Hong Kong_7,114.157562,22.285284,http://farm8.staticflickr.com/7024/6767310207_9592889145.jpg,by-nc-sa
2346227795,48973657@N00,See-ming Lee %E6%9D%8E%E6%80%9D%E6%98%8E SML,2008,CANON,20080312.10D.48681,114.167518,22.276627,http://farm3.staticflickr.com/2408/2346227795_c720c6bb23.jpg,by-sa
3067955073,10596458@N08,fung1981,2008,CANON,%E8%AD%B0%E4%BA%8B%E5%BB%B3,114.160341,22.280921,http://farm4.staticflickr.com/3019/3067955073_a31a58a5d0.jpg,by-nc-nd
4599151588,33988803@N00,WindChasing,2010,APPLE,Mei-lei.. a story of deconstruction and reconstruction,114.211166,22.2185,http://farm2.staticflickr.com/1265/4599151588_924bafab60.jpg,by-nc-nd
4007731742,25122272@N00,ben_brown30,2009,PANASONIC,Dead or Alive%3F,114.173322,22.275674,http://farm3.staticflickr.com/2529/4007731742_b1d0fb167f.jpg,by-nc-nd
3360637458,10596458@N08,fung1981,2009,CANON,,114.212032,22.217065,http://farm4.staticflickr.com/3539/3360637458_0473c1d408.jpg,by-nc-nd
480870613,35237099579@N01,mikeleeorg,2007,CANON,Hong Kong Patterns,114.174556,22.272179,http://farm1.staticflickr.com/220/480870613_5aaf8b74ff.jpg,by-nc
9123622242,19282957@N00,iombie,2013,SONY,,114.10898,22.226508,http://farm6.staticflickr.com/5499/9123622242_e6ccdb9d79.jpg,by-nc-nd
4979429144,12123622@N04,swat_hk,2010,NIKON,%E9%A6%99%E6%B8%AF%E6%B6%88%E9%98%B2%E8%99%95 A 512 %E6%95%91%E8%AD%B7%E8%BB%8A,114.172176,22.343312,http://farm5.staticflickr.com/4154/4979429144_89887d5296.jpg,by-nc-nd
3387397062,13257083@N08,herrkloeppel,2009,CANON,IMG_2318,114.152755,22.279565,http://farm4.staticflickr.com/3620/3387397062_83ca9fb6fd.jpg,by
2592780702,66883888@N00,_wli,2008,SONY,Pansy C. %E5%BD%B1%E6%A8%93%E6%99%82%E8%A3%9D%E6%94%9D%E5%BD%B1%E6%97%A5 %40 Viva Photo,114.160008,22.330585,http://farm4.staticflickr.com/3238/2592780702_b687daa946.jpg,by-nc-nd
6144196685,21481721@N04,XexeX,2011,CANON,IMG_0785.jpg,114.242611,22.28578,http://farm7.staticflickr.com/6086/6144196685_ea8e2a0951.jpg,by-nc-nd
8862373737,87807876@N00,Richard%2C enjoy my life%21,2013,SONY,DSC02398,114.170061,22.294814,http://farm4.staticflickr.com/3820/8862373737_112f3f28b9.jpg,by-sa
12588828393,12316147@N05,lam_chihang,2014,CANON,2014_02_09_5629,114.179116,22.273301,http://farm8.staticflickr.com/7420/12588828393_a903b601da.jpg,by
5993461889,82955071@N00,rickytanghkg,2011,SONY,DSC07503,114.172732,22.283537,http://farm7.staticflickr.com/6149/5993461889_10403dce73.jpg,by-nc-nd
4221289980,36989139@N03,Enterpr1se,2006,PANASONIC,P1020607,114.173011,22.336144,http://farm3.staticflickr.com/2561/4221289980_48993bffb2.jpg,by-nc-sa
6483563867,22596675@N05,dotstone,2010,PANASONIC,Victoria Harbour,114.165458,22.294794,http://farm8.staticflickr.com/7015/6483563867_216e37dfa3.jpg,by-nc-nd
5257694812,15068962@N00,confidentjohn,2010,CANON,IMG_6468,114.150255,22.287066,http://farm6.staticflickr.com/5244/5257694812_5d7fafeb6c.jpg,by
13002695533,97129143@N04,sunny_lam76,2014,APPLE,IMG_2398,114.22145,22.321888,http://farm8.staticflickr.com/7296/13002695533_a1e437668a.jpg,by-nc-sa
3451473144,63651050@N00,tomaszd,2009,CANON,IMG_7261,114.150958,22.270766,http://farm4.staticflickr.com/3559/3451473144_8e21b59bc7.jpg,by
5769988992,42628694@N03,mR.Son.Photo,2011,CANON,%ED%99%8D%EC%BD%A9%2FHong Kong%2F%E9%A6%99%E6%B8%AF,114.153,22.282388,http://farm4.staticflickr.com/3101/5769988992_366358d862.jpg,by-nc-nd
4223863308,36989139@N03,Enterpr1se,2007,NIKON,DSC_0101,114.174111,22.302194,http://farm5.staticflickr.com/4038/4223863308_4b0edaba96.jpg,by-nc-sa
427317656,71023463@N00,triplefivedrew,2007,SONY,Light Detail,114.173076,22.294849,http://farm1.staticflickr.com/162/427317656_e03d1a4697.jpg,by-nc
3167850524,13322960@N00,Kaba,2008,SONY,%E9%A6%99%E6%B8%AF%E8%B7%A8%E5%B9%B4,114.168784,22.296045,http://farm4.staticflickr.com/3129/3167850524_853c3d75ce.jpg,by-nc-sa
5757803940,10596458@N08,fung1981,2011,CANON,IMG_1858,114.216965,22.286079,http://farm4.staticflickr.com/3223/5757803940_4a45802da1.jpg,by-nc-nd
3062725375,10596458@N08,fung1981,2007,CANON,,114.180757,22.277957,http://farm4.staticflickr.com/3159/3062725375_25623029fc.jpg,by-nc-nd
2449203730,19339780@N00,Ed-meister,2008,NIKON,12,114.11632,22.291796,http://farm3.staticflickr.com/2268/2449203730_782783b013.jpg,by-nd
2743797296,10596458@N08,fung1981,2008,NIKON,%E6%96%87%E8%A9%A0%E7%8F%8A Janice,114.181938,22.278081,http://farm4.staticflickr.com/3232/2743797296_5c60f88109.jpg,by-nc-nd
4140363213,15315685@N00,Wendkuni,2009,CANON,a day at work,114.176445,22.315142,http://farm3.staticflickr.com/2795/4140363213_2ecacd716d.jpg,by-nc-sa
5992422233,76664011@N00,Ryan Devenish,2011,CANON,,114.150001,22.2833,http://farm7.staticflickr.com/6018/5992422233_987437e46c.jpg,by-nc-nd
4376290720,21481721@N04,XexeX,2010,CANON,IMG_0181,114.177067,22.302408,http://farm3.staticflickr.com/2688/4376290720_d93259f21b.jpg,by-nc-nd
4510856673,22596675@N05,dotstone,2010,NIKON,Jessica,114.139419,22.33463,http://farm3.staticflickr.com/2722/4510856673_aa2c907326.jpg,by-nc-nd
306702173,10674156@N00,Graeme Lennon,2006,CANON,Underpass,114.186143,22.275435,http://farm1.staticflickr.com/109/306702173_5fc1bd1b0f.jpg,by-nc-sa
2114068587,85659319@N00,%E9%BB%9BDaisy,2007,SONY,How to run a Hong Kong startup by Aaron and Michael,114.178161,22.270749,http://farm3.staticflickr.com/2285/2114068587_2511508ac4.jpg,by-nc-sa
2790971953,24232779@N00,patrick h. lauke,2008,CANON,honeymoon_day2_hongkong_26july2008_3421,114.173655,22.325603,http://farm4.staticflickr.com/3123/2790971953_114f2bc2de.jpg,by-nc-nd
6594139055,98827484@N00,Chris S. Lin %40 Taiwan,2011,NIKON,DSC_3306,114.160056,22.322423,http://farm8.staticflickr.com/7013/6594139055_458926af9b.jpg,by-nd
4224255352,36989139@N03,Enterpr1se,2007,NIKON,DSC_0840,114.149986,22.271236,http://farm3.staticflickr.com/2752/4224255352_04428de933.jpg,by-nc-sa
428303809,96941606@N00,ryanne %7B trimmed reality %7D,2007,CANON,awww,114.112629,22.370822,http://farm1.staticflickr.com/156/428303809_a0b24311cb.jpg,by-nc
6092044500,23249662@N03,Luke%2CMa on Vacation%21%21,2011,NIKON,HongKong Night View,114.147906,22.273311,http://farm7.staticflickr.com/6191/6092044500_9e0b3d0cd3.jpg,by
3089455687,28776871@N02,gp314,2007,CANON,Cola,114.176959,22.313266,http://farm4.staticflickr.com/3005/3089455687_f5095de863.jpg,by
337957572,96941606@N00,ryanne %7B trimmed reality %7D,2006,PANASONIC,,114.124345,22.293504,http://farm1.staticflickr.com/147/337957572_b3d596dfb2.jpg,by-nc
8036070942,66883888@N00,_wli,2012,CANON,IMG_6362.JPG,114.191757,22.278688,http://farm9.staticflickr.com/8029/8036070942_9002a1d650.jpg,by-nc-nd
2112268261,96941606@N00,ryanne %7B trimmed reality %7D,2007,NIKON,DSC_3623,114.166789,22.277838,http://farm3.staticflickr.com/2036/2112268261_256361f1a1.jpg,by-nc
2940740484,94786337@N00,aliciagriffin,2008,CANON,steel,114.159504,22.285085,http://farm4.staticflickr.com/3018/2940740484_c235621e66.jpg,by-nc-nd
11793737503,98453206@N00,Jeppestown,2013,APPLE,,114.151191,22.28015,http://farm3.staticflickr.com/2820/11793737503_5062ea2be2.jpg,by-sa
8485690445,92704424@N08,Ed Kct.,2013,NIKON,DSC_0424,114.149751,22.337631,http://farm9.staticflickr.com/8085/8485690445_38b2e8acd1.jpg,by-nc-sa
4445930788,10596458@N08,fung1981,2010,CANON,IMG_2812,114.189223,22.281303,http://farm3.staticflickr.com/2735/4445930788_c36b9e123e.jpg,by-nc-nd
1447246485,26661409@N00,ringo chau,2007,PANASONIC,P1000320,114.192608,22.278727,http://farm2.staticflickr.com/1391/1447246485_2eeee31b12.jpg,by
8880255220,87807876@N00,Richard%2C enjoy my life%21,2013,SONY,%E6%99%82%E4%BB%A3%E5%BB%A3%E5%A0%B4,114.182066,22.278602,http://farm6.staticflickr.com/5452/8880255220_dc155de1b0.jpg,by-sa
2688583009,26322536@N00,Jake R.,2008,NIKON,DSC_6220,114.172925,22.30609,http://farm4.staticflickr.com/3151/2688583009_85d2da0efe.jpg,by-nc-sa
4789026762,98318982@N00,CLTY,2010,PANASONIC,P1170808,114.177829,22.281392,http://farm5.staticflickr.com/4079/4789026762_79b0f8ed7e.jpg,by-sa
4414308418,82955071@N00,rickytanghkg,2010,SONY,_DSC4282_cr,114.226366,22.310696,http://farm3.staticflickr.com/2753/4414308418_dd00698e47.jpg,by-nc-nd
6560471321,31384508@N02,ken8303,2011,CANON,IMG_2207,114.182024,22.301355,http://farm8.staticflickr.com/7025/6560471321_04abb9b54b.jpg,by-nc-sa
5173964475,82955071@N00,rickytanghkg,2010,SONY,DSC03540,114.129678,22.366437,http://farm5.staticflickr.com/4111/5173964475_084087e8b7.jpg,by-nc-nd
2097637198,8802871@N04,masterplaan,2008,CANON,,114.156274,22.272298,http://farm3.staticflickr.com/2065/2097637198_af5b2492bf.jpg,by
5640009855,99708700@N00,hermanwest,2011,CANON,IMG_2740,114.185264,22.377241,http://farm6.staticflickr.com/5230/5640009855_f11cf773e8.jpg,by-nc-sa
13952895874,27703797@N06,cesarharada.com,2014,SONY,Protei 011.1 test in Lamma Island Hong Kong,114.110698,22.225885,http://farm3.staticflickr.com/2898/13952895874_e85c3cb444.jpg,by-nc-sa
3379953190,30915119@N03,tadolo,2009,CANON,Pen Rainbow,114.169321,22.298308,http://farm4.staticflickr.com/3443/3379953190_12959978fa.jpg,by-nc-sa
4020384474,41628196@N03,nv-chicagoland,2006,CANON,IMG_0270,114.211195,22.21856,http://farm3.staticflickr.com/2554/4020384474_04600b70dd.jpg,by-nc-nd
4221146860,36989139@N03,Enterpr1se,2006,CANON,IMG_0356,114.173011,22.336144,http://farm3.staticflickr.com/2603/4221146860_73d316ca99.jpg,by-nc-sa
12029766953,13327238@N02,yukikei,2014,NIKON,DSC_7932,114.139237,22.334297,http://farm3.staticflickr.com/2823/12029766953_32ccf76251.jpg,by-nc
5645774871,8855051@N02,%E8%A9%AD%E8%BE%AF%E8%80%81%E8%BC%B8,2011,PANASONIC,P1010222.JPG,114.217407,22.287041,http://farm6.staticflickr.com/5186/5645774871_8e6ca78c3b.jpg,by-nc-nd
